Source,Target,type
1775452.0,1772235.0,indicative
1775477.0,1772235.0,indicative
1775497.0,1772235.0,indicative
1775532.0,1772235.0,indicative
1775637.0,1772235.0,indicative
1775642.0,1772235.0,indicative
1775647.0,1772235.0,indicative
1772235.0,1775757.0,indicative
1772235.0,1776002.0,indicative
1776067.0,1772235.0,indicative
1776592.0,1772235.0,indicative
1772235.0,1776627.0,indicative
1772235.0,1776702.0,indicative
2258712.0,1772235.0,indicative
1772235.0,2328456.0,indicative
3855141.0,1772235.0,indicative
1772235.0,4144648.0,indicative
1772235.0,4145668.0,indicative
1772235.0,4151162.0,indicative
1772235.0,23939045.0,indicative
1772235.0,23985449.0,indicative
1772235.0,24508366.0,indicative
47565939.0,1772235.0,indicative
71645784.0,1772235.0,indicative
126877750.0,1772235.0,indicative
1772235.0,132121224.0,indicative
1772235.0,231617900.0,indicative
1772235.0,260077392.0,indicative
1772235.0,348608416.0,indicative
348715502.0,1772235.0,indicative
348716744.0,1772235.0,indicative
352055084.0,1772235.0,indicative
1772235.0,352252328.0,indicative
359060026.0,1772235.0,indicative
1772235.0,400766326.0,indicative
1046491990.0,1772235.0,indicative
1499247990.0,1772235.0,indicative
1578086108.0,1772235.0,indicative
1772235.0,1580209507.0,indicative
1580213986.0,1772235.0,indicative
1772235.0,1581731104.0,indicative
1772235.0,1676846587.0,indicative
1680358717.0,1772235.0,indicative
1771652313.0,1772235.0,indicative
1771703752.0,1772235.0,indicative
1771705517.0,1772235.0,indicative
1776023686.0,1772235.0,indicative
1790138595.0,1772235.0,indicative
1888788429.0,1772235.0,indicative
1772250.0,1772497.0,indicative
1772992.0,1772250.0,indicative
1772250.0,1773437.0,indicative
1772250.0,1773682.0,indicative
1775452.0,1772250.0,indicative
1772250.0,1775642.0,indicative
1772250.0,4144900.0,indicative
250986010.0,1772250.0,indicative
1772335.0,1773402.0,indicative
1775867.0,1772335.0,indicative
1772335.0,1777127.0,indicative
1772335.0,1777132.0,indicative
146861779.0,1772335.0,indicative
228388747.0,1772335.0,indicative
1773787.0,1772417.0,indicative
1773792.0,1772417.0,indicative
1774102.0,1772417.0,indicative
1772417.0,1774642.0,indicative
1772417.0,1775277.0,indicative
29870604.0,1772417.0,indicative
85594280.0,1772417.0,indicative
1772587.0,1772432.0,indicative
1772432.0,1772992.0,indicative
1773437.0,1772432.0,indicative
47987731.0,1772432.0,indicative
350462476.0,1772432.0,indicative
1772492.0,71883318.0,indicative
1773437.0,1772497.0,indicative
1772497.0,1773682.0,indicative
1772497.0,1775642.0,indicative
250986010.0,1772497.0,indicative
1772992.0,1772587.0,indicative
1772587.0,1773437.0,indicative
1772587.0,1773682.0,indicative
1774837.0,1772587.0,indicative
47987731.0,1772587.0,indicative
1772587.0,230665709.0,indicative
1772587.0,350462476.0,indicative
1772992.0,1772657.0,indicative
1773472.0,1772657.0,indicative
1774827.0,1772657.0,indicative
1775642.0,1772657.0,indicative
1776627.0,1772657.0,indicative
1772657.0,1776702.0,indicative
23939045.0,1772657.0,indicative
1772992.0,1772997.0,indicative
1772992.0,1773002.0,indicative
1772992.0,1773437.0,indicative
1773492.0,1772992.0,indicative
1772992.0,1773682.0,indicative
1773962.0,1772992.0,indicative
1773972.0,1772992.0,indicative
1772992.0,1774172.0,indicative
1774827.0,1772992.0,indicative
1774837.0,1772992.0,indicative
1775332.0,1772992.0,indicative
1772992.0,1775427.0,indicative
1772992.0,1775452.0,indicative
1772992.0,1775637.0,indicative
1772992.0,1775642.0,indicative
1775692.0,1772992.0,indicative
1772992.0,1775907.0,indicative
1776067.0,1772992.0,indicative
1776377.0,1772992.0,indicative
1776592.0,1772992.0,indicative
1776787.0,1772992.0,indicative
2258520.0,1772992.0,indicative
1772992.0,4145120.0,indicative
24092923.0,1772992.0,indicative
1772992.0,47848061.0,indicative
47987731.0,1772992.0,indicative
47994028.0,1772992.0,indicative
1772992.0,71645784.0,indicative
71855072.0,1772992.0,indicative
72257890.0,1772992.0,indicative
257434376.0,1772992.0,indicative
1772997.0,1773002.0,indicative
1773962.0,1772997.0,indicative
1772997.0,1773972.0,indicative
1772997.0,1774997.0,indicative
1775332.0,1772997.0,indicative
1775427.0,1772997.0,indicative
1775452.0,1772997.0,indicative
1775637.0,1772997.0,indicative
1772997.0,1775642.0,indicative
1775692.0,1772997.0,indicative
1776067.0,1772997.0,indicative
1772997.0,1776592.0,indicative
1772997.0,1776787.0,indicative
1772997.0,2258520.0,indicative
4145120.0,1772997.0,indicative
1772997.0,47848061.0,indicative
1772997.0,1676846587.0,indicative
1773492.0,1773002.0,indicative
1774172.0,1773002.0,indicative
1773002.0,1775427.0,indicative
1773002.0,1775452.0,indicative
1773002.0,1775642.0,indicative
1773002.0,1775692.0,indicative
1776592.0,1773002.0,indicative
1773002.0,2258520.0,indicative
1773002.0,4145120.0,indicative
47848061.0,1773002.0,indicative
1773287.0,1774097.0,indicative
1773287.0,2258712.0,indicative
1773287.0,24166696.0,indicative
47997051.0,1773287.0,indicative
1773287.0,71840397.0,indicative
1773287.0,82805306.0,indicative
128676975.0,1773287.0,indicative
1775782.0,1773337.0,indicative
2208445.0,1773337.0,indicative
136703631.0,1773337.0,indicative
136704168.0,1773337.0,indicative
1773337.0,136704309.0,indicative
1775867.0,1773402.0,indicative
1777127.0,1773402.0,indicative
1773402.0,1777132.0,indicative
1773402.0,146861779.0,indicative
228377622.0,1773402.0,indicative
228388747.0,1773402.0,indicative
1773427.0,352059163.0,indicative
1773437.0,1773682.0,indicative
1774837.0,1773437.0,indicative
1775452.0,1773437.0,indicative
1775642.0,1773437.0,indicative
